Method,Run,Iteration,RMSE,Fitness,Time_ms,Trans_Error_m,Rot_Error_deg,P2P_RMSE,Chamfer_Distance,dx_wx,dx_wy,dx_wz,dx_x,dx_y,dx_z,grad_wx,grad_wy,grad_wz,grad_x,grad_y,grad_z,objective_value,T_00,T_01,T_02,T_03,T_10,T_11,T_12,T_13,T_20,T_21,T_22,T_23,T_30,T_31,T_32,T_33,Cond_Schur_Rot,Cond_Schur_Trans,Cond_Sub_Rot,Cond_Sub_Trans,Cond_Full_SVD,Degenerate_0,Degenerate_1,Degenerate_2,Degenerate_3,Degenerate_4,Degenerate_5,Is_Degenerate
ME-TSVD,0,16,0.14528329,0.17733404,0.63065600,0.97440982,0.02724925,0.06171833,0.34999797,-0.00009612,0.00011882,-0.00006594,-0.00139721,-0.00103198,-0.00108203,-368.64735056,228.04749847,9.50309554,21.41724771,30.73100959,0.51334929,5.49062013,0.99996203,-0.00043424,0.00870332,0.01225090,0.00030709,0.99989329,0.01460525,0.00838290,-0.00870873,-0.01460203,0.99985546,0.02285091,0.00000000,0.00000000,0.00000000,1.00000000,2.66790981,21.11673272,2.86352412,46.39714560,5836.31627967,1,1,0,0,0,0,1
ME-TSVD,0,17,0.14567054,0.17693732,0.56779700,0.96628141,0.02910137,0.06171861,0.34815468,0.00009629,-0.00011884,0.00006592,0.00139678,0.00103223,0.00108127,-370.92947375,228.93891357,8.29311693,21.26298642,30.83919679,0.51645877,5.50853864,0.99996303,-0.00049933,0.00858453,0.01365659,0.00037474,0.99989467,0.01450893,0.00943123,-0.00859087,-0.01450518,0.99985789,0.02390479,0.00000000,0.00000000,0.00000000,1.00000000,2.67777618,20.96587414,2.93405111,46.28286473,5834.22461691,1,1,0,0,0,0,1
ME-TSVD,0,18,0.14528205,0.17733404,0.57791600,0.97440207,0.02724797,0.06171786,0.34999565,-0.00009615,0.00011882,-0.00006594,-0.00139711,-0.00103236,-0.00108240,-368.64645272,228.04837114,9.50302393,21.41725576,30.73091785,0.51334725,5.49055232,0.99996203,-0.00043422,0.00870330,0.01225075,0.00030707,0.99989329,0.01460511,0.00838276,-0.00870871,-0.01460188,0.99985546,0.02284952,0.00000000,0.00000000,0.00000000,1.00000000,2.66791029,21.11650877,2.86354245,46.39659412,5836.27496531,1,1,0,0,0,0,1
ME-TSVD,0,19,0.14566938,0.17693732,0.55243500,0.96627380,0.02910053,0.06171815,0.34815239,0.00009629,-0.00011884,0.00006591,0.00139675,0.00103220,0.00108181,-370.92854610,228.93973049,8.29302375,21.26301384,30.83907695,0.51645431,5.50847410,0.99996303,-0.00049930,0.00858451,0.01365642,0.00037471,0.99989467,0.01450879,0.00943108,-0.00859085,-0.01450504,0.99985789,0.02390394,0.00000000,0.00000000,0.00000000,1.00000000,2.67777495,20.96569318,2.93406671,46.28242559,5834.19204635,1,1,0,0,0,0,1
ME-TSVD,0,20,0.14528087,0.17733404,0.52876000,0.97439308,0.02724702,0.06171735,0.34999303,-0.00009612,0.00011881,-0.00006594,-0.00139698,-0.00103210,-0.00108269,-368.64530335,228.04921046,9.50281686,21.41727867,30.73077235,0.51334506,5.49048479,0.99996203,-0.00043419,0.00870327,0.01225071,0.00030705,0.99989329,0.01460495,0.00838285,-0.00870868,-0.01460172,0.99985546,0.02284837,0.00000000,0.00000000,0.00000000,1.00000000,2.66790923,21.11632773,2.86355777,46.39614448,5836.24086426,1,1,0,0,0,0,1
ME-TSVD,0,21,0.14566821,0.17693732,0.57513500,0.96626629,0.02909932,0.06171768,0.34815010,0.00009627,-0.00011883,0.00006591,0.00139660,0.00103194,0.00108164,-370.92770964,228.94059464,8.29287205,21.26304852,30.83898089,0.51645179,5.50841059,0.99996303,-0.00049927,0.00858449,0.01365623,0.00037468,0.99989467,0.01450865,0.00943091,-0.00859083,-0.01450490,0.99985789,0.02390263,0.00000000,0.00000000,0.00000000,1.00000000,2.67777458,20.96548541,2.93408181,46.28190530,5834.15242628,1,1,0,0,0,0,1
ME-TSVD,0,22,0.14527976,0.17733404,0.52895100,0.97438564,0.02724619,0.06171688,0.34999077,-0.00009612,0.00011881,-0.00006593,-0.00139708,-0.00103206,-0.00108217,-368.64441627,228.05002357,9.50255278,21.41732046,30.73065254,0.51334278,5.49042351,0.99996203,-0.00043417,0.00870325,0.01225042,0.00030703,0.99989330,0.01460480,0.00838274,-0.00870867,-0.01460158,0.99985547,0.02284758,0.00000000,0.00000000,0.00000000,1.00000000,2.66790859,21.11616237,2.86357078,46.39573940,5836.21142309,1,1,0,0,0,0,1
ME-TSVD,0,23,0.14566706,0.17693732,0.69685500,0.96625716,0.02909850,0.06171716,0.34814745,0.00009629,-0.00011885,0.00006592,0.00139686,0.00103219,0.00108141,-370.92655515,228.94138184,8.29270218,21.26305399,30.83883683,0.51644990,5.50834462,0.99996303,-0.00049926,0.00858446,0.01365619,0.00037467,0.99989468,0.01450849,0.00943104,-0.00859080,-0.01450473,0.99985790,0.02390160,0.00000000,0.00000000,0.00000000,1.00000000,2.67777435,20.96532810,2.93409919,46.28150739,5834.12355423,1,1,0,0,0,0,1
ME-TSVD,0,24,0.14527862,0.17733404,0.65071000,0.97437703,0.02724527,0.06171637,0.34998824,-0.00009613,0.00011882,-0.00006595,-0.00139715,-0.00103214,-0.00108221,-368.64340983,228.05080847,9.50252387,21.41734606,30.73053715,0.51333907,5.49035980,0.99996203,-0.00043414,0.00870323,0.01225032,0.00030700,0.99989330,0.01460464,0.00838278,-0.00870864,-0.01460142,0.99985547,0.02284652,0.00000000,0.00000000,0.00000000,1.00000000,2.66790931,21.11596850,2.86358851,46.39525778,5836.17748685,1,1,0,0,0,0,1
ME-TSVD,0,25,0.14566587,0.17693732,0.61371100,0.96624876,0.02909811,0.06171665,0.34814494,0.00009628,-0.00011885,0.00006590,0.00139695,0.00103207,0.00108203,-370.92569065,228.94203636,8.29255439,21.26305132,30.83873531,0.51644460,5.50827845,0.99996303,-0.00049921,0.00858443,0.01365618,0.00037463,0.99989468,0.01450833,0.00943097,-0.00859076,-0.01450458,0.99985790,0.02390116,0.00000000,0.00000000,0.00000000,1.00000000,2.67777308,20.96513421,2.93411636,46.28102721,5834.08778823,1,1,0,0,0,0,1
ME-TSVD,0,26,0.14527740,0.17733404,0.58594400,0.97436863,0.02724420,0.06171589,0.34998576,-0.00009613,0.00011882,-0.00006593,-0.00139719,-0.00103210,-0.00108300,-368.64237772,228.05173879,9.50205560,21.41738475,30.73040409,0.51333836,5.49029176,0.99996203,-0.00043412,0.00870320,0.01225026,0.00030698,0.99989330,0.01460449,0.00838274,-0.00870861,-0.01460126,0.99985547,0.02284529,0.00000000,0.00000000,0.00000000,1.00000000,2.66790447,21.11579929,2.86360576,46.39484753,5836.14749795,1,1,0,0,0,0,1
ME-TSVD,0,27,0.14566472,0.17693732,0.59176400,0.96624134,0.02909674,0.06171619,0.34814269,0.00009626,-0.00011884,0.00006590,0.00139683,0.00103191,0.00108177,-370.92477319,228.94305866,8.29242182,21.26310211,30.83863026,0.51644375,5.50821578,0.99996303,-0.00049919,0.00858441,0.01365600,0.00037461,0.99989468,0.01450820,0.00943077,-0.00859075,-0.01450444,0.99985790,0.02389967,0.00000000,0.00000000,0.00000000,1.00000000,2.67777260,20.96495252,2.93413067,46.28056992,5834.05274778,1,1,0,0,0,0,1
ME-TSVD,0,28,0.14527628,0.17733404,0.59628900,0.97436128,0.02724350,0.06171543,0.34998353,-0.00009613,0.00011882,-0.00006594,-0.00139720,-0.00103212,-0.00108218,-368.64136945,228.05250673,9.50191528,21.41740775,30.73028655,0.51333373,5.49022897,0.99996203,-0.00043409,0.00870318,0.01225008,0.00030695,0.99989330,0.01460435,0.00838253,-0.00870859,-0.01460113,0.99985547,0.02284462,0.00000000,0.00000000,0.00000000,1.00000000,2.66790478,21.11561776,2.86362049,46.39440216,5836.11411644,1,1,0,0,0,0,1
ME-TSVD,0,29,0.14566358,0.17693732,0.60767200,0.96623325,0.02909572,0.06171569,0.34814025,0.00009628,-0.00011885,0.00006590,0.00139687,0.00103207,0.00108130,-370.92365422,228.94404995,8.29222172,21.26314137,30.83848680,0.51644105,5.50815164,0.99996303,-0.00049916,0.00858439,0.01365586,0.00037457,0.99989468,0.01450805,0.00943071,-0.00859072,-0.01450429,0.99985790,0.02389853,0.00000000,0.00000000,0.00000000,1.00000000,2.67777102,20.96477515,2.93414662,46.28012358,5834.02025214,1,1,0,0,0,0,1
Ours,0,0,0.31669773,0.05170590,0.98103100,2.41237747,0.78527393,0.02699652,0.76736344,0.03422220,-0.00921189,-0.01426251,-0.12247351,-0.25354587,-1.05963507,-11.53098942,58.00713490,10.00087886,4.90875050,1.81945118,0.28048504,3.71012454,0.99976454,-0.02071772,-0.00645221,0.08453630,0.02047148,0.99913705,-0.03613957,0.54411842,0.00719537,0.03599897,0.99932592,-0.55986060,0.00000000,0.00000000,0.00000000,1.00000000,7.09889815,26.80557587,13.65817741,85.29248112,14845.67227786,0,0,0,1,0,0,1
Ours,0,1,0.15691844,0.08595610,0.65470900,1.49174862,0.77281577,0.02953223,0.70558329,-0.01529302,0.00326675,-0.00533280,-0.04114496,-0.30123493,-0.15927394,-36.26121243,-12.62432369,-3.59346924,-1.22390051,8.83510307,-0.39425454,2.76510520,0.99987680,-0.01530995,-0.00346146,0.05066960,0.01523475,0.99966764,-0.02079702,0.24805724,0.00377871,0.02074172,0.99977773,-0.73016738,0.00000000,0.00000000,0.00000000,1.00000000,2.63682155,10.41037396,7.70683375,41.81387360,8322.51501524,0,0,0,1,0,0,1
Ours,0,2,0.11225592,0.10671780,0.66771400,0.57923592,0.24738271,0.03333041,0.36042613,-0.01556256,0.00382338,-0.00661220,-0.05337662,-0.18420670,0.49263382,84.11132104,-1.09802315,9.89406364,1.54615332,1.81822767,-0.84030571,2.25135763,0.99996238,-0.00867254,0.00017509,-0.00158549,0.00867333,0.99994891,-0.00519134,0.05285327,-0.00013006,0.00519267,0.99998651,-0.24166552,0.00000000,0.00000000,0.00000000,1.00000000,3.06971426,14.76823971,14.33832541,58.37644252,11721.40683497,0,0,0,1,0,0,1
Ours,0,3,0.06720130,0.18725205,0.65394600,0.12256376,0.08691692,0.10797683,0.10409189,-0.00643993,-0.00082628,-0.00707153,0.00721443,-0.06292379,0.32789676,78.10935689,6.46459251,43.09062954,-1.28174627,-0.30990681,-1.46781612,1.08628485,0.99999849,-0.00159946,-0.00068426,0.00623178,0.00160031,0.99999795,0.00124422,-0.01170696,0.00068227,-0.00124531,0.99999899,0.08589914,0.00000000,0.00000000,0.00000000,1.00000000,2.63349586,21.60657922,8.77514609,65.12459203,10054.12382351,0,0,0,1,0,0,1
Ours,0,4,0.03611498,0.20312087,0.66472600,0.03516534,0.01528875,0.02133782,0.01833237,0.00099455,0.00013027,-0.00169086,-0.00112018,0.00749485,-0.07215186,-38.40589096,-7.27721992,20.83197892,-0.21367582,0.93352385,0.95915957,0.43722857,0.99999984,0.00009079,-0.00055324,0.00514899,-0.00009065,0.99999996,0.00024977,-0.00430370,0.00055326,-0.00024972,0.99999982,0.01373725,0.00000000,0.00000000,0.00000000,1.00000000,2.08546360,13.16019042,4.89260379,34.09500419,5150.15274220,0,0,0,1,0,0,1
Ours,0,5,0.03159402,0.20616239,0.64696600,0.04650597,0.02414953,0.03227154,0.02887344,0.00035576,-0.00017526,-0.00025112,0.00273051,0.00374077,0.00908480,-7.28571047,-0.42302824,4.73940927,-0.43906888,-0.03185589,-0.11661843,0.33738452,0.99999968,0.00034168,-0.00072858,0.00787481,-0.00034176,0.99999994,-0.00010595,-0.00056090,0.00072854,0.00010620,0.99999973,0.02282263,0.00000000,0.00000000,0.00000000,1.00000000,2.12662303,11.65726257,4.84914611,26.83426877,4568.88474085,0,0,0,1,0,0,1
Ours,0,6,0.03147440,0.20642687,0.62653100,0.05120795,0.02566537,0.03536969,0.03220825,0.00003903,-0.00003026,-0.00010764,0.00030594,0.00061331,0.00150399,0.01455716,0.64345124,1.74549510,-0.02946530,-0.07615195,-0.02506111,0.33813262,0.99999961,0.00044929,-0.00075885,0.00817986,-0.00044940,0.99999989,-0.00014496,0.00005215,0.00075879,0.00014530,0.99999970,0.02432691,0.00000000,0.00000000,0.00000000,1.00000000,2.02216206,11.68132264,4.60370849,25.69775103,4490.71798585,0,0,0,1,0,0,1
Ours,0,7,0.03151275,0.20603015,0.65283100,0.05159421,0.02583969,0.03576608,0.03269781,0.00000166,0.00000523,-0.00002122,-0.00006729,0.00001700,0.00020625,-0.05936661,-0.01509361,0.30805906,0.00285179,0.00074963,-0.00296752,0.33802108,0.99999961,0.00047051,-0.00075362,0.00811243,-0.00047062,0.99999988,-0.00014663,0.00006915,0.00075355,0.00014699,0.99999971,0.02453311,0.00000000,0.00000000,0.00000000,1.00000000,2.01500504,11.68145411,4.57930878,25.78261254,4476.36025742,0,0,0,1,0,0,1
Ours,0,8,0.03161585,0.20629463,0.66707000,0.05083366,0.02697906,0.03618264,0.03291190,0.00001534,-0.00000074,0.00003257,-0.00013530,0.00014297,0.00123913,-0.26222294,0.73941905,-0.48956837,0.07311635,0.00656925,-0.01834182,0.34124151,0.99999962,0.00043793,-0.00075437,0.00797626,-0.00043805,0.99999989,-0.00016197,0.00021200,0.00075430,0.00016230,0.99999970,0.02577216,0.00000000,0.00000000,0.00000000,1.00000000,2.01056938,11.69751088,4.55890001,25.70723058,4456.52368920,0,0,0,1,0,0,1
Ours,0,9,0.03157087,0.20655911,0.66770600,0.05071930,0.02711978,0.03621682,0.03291520,0.00000223,-0.00000044,0.00000567,0.00001765,0.00003885,0.00014150,0.04487988,-0.04075157,-0.07836063,-0.00436075,-0.00724324,-0.00198355,0.34119574,0.99999962,0.00043226,-0.00075482,0.00799381,-0.00043238,0.99999989,-0.00016421,0.00025082,0.00075474,0.00016453,0.99999970,0.02591367,0.00000000,0.00000000,0.00000000,1.00000000,2.00980486,11.73617517,4.56881202,25.73413645,4468.50274363,0,0,0,1,0,0,1
XICP,0,0,0.51771549,0.83364189,6.42820600,2.02486118,0.03612254,0.04485293,0.54689244,0.01696208,-0.00681314,0.00018531,-0.21729184,-0.75862424,-0.50054575,-7957.38247477,7644.13136956,7.90247237,317.05090544,954.00088846,1300.96675793,844.82845563,0.99937560,-0.03533277,0.00009132,0.00839786,0.03533278,0.99937559,-0.00013243,0.03509952,-0.00008659,0.00013558,0.99999999,-0.00152904,0.00000000,0.00000000,0.00000000,1.00000000,nan,nan,49.50942372,4.20929461,1366.00655490,0,0,1,0,0,0,1
XICP,0,1,0.35864757,1.76408358,5.40107700,2.09752424,0.00454347,0.04376217,0.54833724,0.00000432,-0.00015295,0.00134003,-0.00737638,-0.03405273,-0.00234280,-419.00045343,342.60323181,-41.68419918,14.75509331,54.22046320,7.30508672,13.12081392,0.99932998,-0.03660051,-0.00003233,0.00222850,0.03660051,0.99932998,-0.00000744,0.00081007,0.00003258,0.00000625,1.00000000,-0.00387565,0.00000000,0.00000000,0.00000000,1.00000000,nan,nan,39.71145471,2.26697049,1105.20949142,0,0,0,0,0,0,0
XICP,0,2,0.29237793,2.68936789,5.32776700,2.23365801,0.00407734,0.04469756,0.55115704,-0.00000566,-0.00002372,0.00237806,-0.00063402,-0.00113338,0.00015715,-2.60788240,38.02847468,-96.11008259,1.08852015,0.75728671,-0.20818948,11.30346636,0.99924019,-0.03897477,-0.00005431,0.00163728,0.03897477,0.99924019,0.00000168,-0.00034190,0.00005420,-0.00000379,1.00000000,-0.00371849,0.00000000,0.00000000,0.00000000,1.00000000,nan,nan,40.09177548,2.25992263,1103.74421170,0,0,0,0,0,0,0
XICP,0,3,0.25385522,3.61438773,5.47221300,2.43216693,0.00339018,0.04385451,0.55457272,-0.00000011,0.00001216,0.00346485,-0.00185901,0.00034377,0.00033722,9.54200164,-6.35139958,-151.89758244,2.76389487,-1.61008690,-0.69556068,11.41812836,0.99909916,-0.04243656,-0.00003576,-0.00023354,0.04243656,0.99909916,0.00000140,-0.00007166,0.00003567,-0.00000292,1.00000000,-0.00338136,0.00000000,0.00000000,0.00000000,1.00000000,nan,nan,37.20144228,2.23732986,1103.50214984,0,0,0,0,0,0,0
XICP,0,4,0.22798494,4.53715948,5.42815900,2.62338341,0.00373223,0.04486341,0.55660898,0.00002062,0.00002382,0.00333760,0.00048170,0.00111052,-0.00019206,-13.29224965,-48.23994878,-160.00047823,-1.08488854,-2.48519377,1.29086338,10.99683973,0.99895197,-0.04577067,-0.00001256,0.00019699,0.04577067,0.99895197,-0.00002199,0.00105905,0.00001355,0.00002139,1.00000000,-0.00357339,0.00000000,0.00000000,0.00000000,1.00000000,nan,nan,33.95146127,2.21703683,1095.99611027,0,0,0,0,0,0,0
XICP,0,5,0.20902081,5.45821211,5.20875700,2.79364160,0.00369042,0.04397355,0.55814963,0.00005164,0.00004687,0.00297122,-0.00014884,0.00051855,0.00023378,-75.31841705,-75.74313764,-138.77770801,-0.01621382,-0.88897815,-0.25757870,9.97843467,0.99881156,-0.04873886,0.00003728,0.00001974,0.04873886,0.99881155,-0.00007343,0.00157047,-0.00003366,0.00007516,1.00000000,-0.00333952,0.00000000,0.00000000,0.00000000,1.00000000,nan,nan,34.75998820,2.19644868,1090.74854224,0,0,0,0,0,0,0
XICP,0,6,0.19440995,6.38085163,5.17497500,2.85960851,0.00425899,0.04442318,0.55875751,-0.00000301,-0.00003203,0.00115222,0.00056838,0.00033181,-0.00041405,6.92439235,42.37898525,-55.62365307,-0.35867040,-0.88918835,1.67401225,10.20156762,0.99875478,-0.04988881,0.00000331,0.00056916,0.04988881,0.99875478,-0.00007255,0.00193027,0.00000031,0.00007262,1.00000000,-0.00375355,0.00000000,0.00000000,0.00000000,1.00000000,nan,nan,33.73924023,2.18854556,1088.92098737,0,0,0,0,0,0,0
XICP,0,7,0.18270520,7.30230098,5.26401800,2.86096893,0.00419690,0.04442540,0.55876824,0.00001636,0.00000271,0.00002396,0.00018619,0.00015817,0.00019600,-23.74994076,-6.46075296,-1.18533827,-0.33338959,-0.04617079,-0.69976561,9.80693016,0.99875359,-0.04991250,0.00000605,0.00074717,0.04991250,0.99875359,-0.00008976,0.00209760,-0.00000156,0.00008995,1.00000000,-0.00355750,0.00000000,0.00000000,0.00000000,1.00000000,nan,nan,33.74710389,2.18708382,1091.16141333,0,0,0,0,0,0,0
